IOU U-Net,IOU OpenCV,IOU OpenCV Denoised
0.990028,0.797551,0.857697
0.992576,0.798558,0.862458
0.98772,0.795903,0.859721
0.977188,0.753012,0.802372
0.994434,0.786563,0.848186
0.989832,0.806385,0.86916
0.990245,0.800576,0.86512
0.975785,0.810412,0.861556
0.979604,0.789328,0.845376
0.989709,0.811203,0.877769
0.990091,0.802489,0.865326
0.992672,0.80354,0.867722
0.979716,0.796282,0.853092
0.985065,0.808439,0.86268
0.982358,0.803874,0.858903
0.993577,0.80886,0.862083
0.991561,0.794195,0.86434
0.990544,0.746962,0.776331
0.991265,0.800127,0.86248
0.987335,0.815874,0.867821
0.988835,0.739026,0.78024
0.990956,0.79924,0.866453
0.992099,0.80088,0.867065
0.991857,0.801077,0.867897
0.989685,0.804524,0.870277
0.986903,0.813215,0.871131
0.982531,0.794641,0.852963
0.966464,0.810659,0.865003
0.990242,0.80518,0.862887
0.988275,0.800924,0.868382
0.990685,0.797493,0.864442
0.991134,0.806743,0.868128
0.971191,0.778973,0.838906
0.993059,0.779275,0.827972
0.990081,0.79806,0.865619
0.99284,0.760563,0.815489
0.968911,0.777641,0.817816
0.990845,0.803203,0.869118
0.990193,0.794587,0.865039
0.992342,0.806596,0.8672
0.982411,0.804415,0.861032
0.982565,0.808438,0.862167
0.989338,0.81001,0.84716
0.986656,0.762257,0.792636
0.990862,0.803796,0.870544
0.981671,0.774971,0.796231
0.990083,0.802964,0.870609
0.992692,0.797897,0.867657
0.984077,0.81375,0.86757
0.991087,0.805515,0.869846
0.990802,0.796942,0.860922
0.9904,0.804414,0.869993
0.99164,0.809878,0.87259
0.988921,0.803296,0.863247
0.993553,0.795078,0.863888
0.991772,0.805791,0.870626
0.9897,0.793308,0.863076
0.979343,0.801614,0.853879
0.990999,0.807266,0.871117
0.990914,0.814669,0.865787
0.9882,0.800457,0.863079
0.991885,0.797828,0.861428
0.981666,0.793225,0.851112
0.992903,0.807682,0.864836
0.989624,0.795811,0.863821
0.992517,0.802025,0.867352
0.98965,0.804695,0.867751
0.99234,0.800675,0.865608
0.991633,0.779716,0.813204
0.990497,0.816841,0.876164
0.992484,0.800216,0.864389
0.990179,0.751722,0.805026
0.988543,0.710569,0.736464
0.990235,0.813846,0.86626
0.992465,0.797728,0.863855
0.992485,0.774615,0.832642
0.990826,0.750299,0.791591
0.99181,0.784458,0.830297
0.990017,0.802666,0.865346
0.991697,0.79879,0.865552
0.968739,0.774286,0.829708
0.975177,0.778064,0.834583
0.992477,0.750348,0.805177
0.991312,0.754169,0.806939
0.982346,0.756788,0.784171
0.989272,0.799519,0.863278
0.991533,0.800255,0.864965
0.975394,0.731948,0.752544
0.992015,0.804356,0.869299
0.989966,0.795929,0.860641
0.986599,0.824365,0.852655
0.971447,0.778205,0.817085
0.990558,0.72575,0.751755
0.990245,0.802209,0.869134
0.991871,0.797248,0.864684
0.993241,0.7966,0.864954
0.990909,0.800899,0.864962
0.990002,0.79549,0.860117
0.989309,0.796684,0.865706
0.990548,0.801481,0.864043
0.990996,0.802685,0.868923
0.991339,0.755177,0.808132
0.991304,0.810732,0.862539
0.988494,0.800753,0.834466
0.977761,0.787353,0.84514
0.992647,0.798729,0.865908
0.990351,0.798018,0.863241
0.991144,0.803078,0.86757
0.991429,0.800207,0.86546
0.991628,0.803837,0.869806
0.992573,0.814253,0.848426
0.991221,0.812546,0.879622
0.970184,0.809807,0.861863
0.978337,0.799175,0.853274
0.988322,0.798701,0.864097
0.980239,0.804139,0.858421
0.992463,0.797906,0.865162
0.990159,0.79664,0.863949
0.975086,0.809616,0.86105
0.991298,0.799987,0.86346
0.992144,0.759827,0.816862
0.991007,0.779181,0.836684
0.992536,0.80078,0.861565
0.980893,0.791314,0.847783
0.993691,0.787188,0.848836
0.993479,0.798757,0.864172
0.990796,0.748584,0.804059
0.992789,0.748582,0.804074
0.991092,0.79966,0.865674
0.977392,0.787774,0.844577
0.991984,0.804012,0.837963
0.990338,0.806363,0.87623
0.990963,0.796404,0.859768
0.991328,0.800433,0.867752
0.990661,0.799628,0.867377
0.97221,0.78207,0.845555
0.972291,0.78053,0.843609
0.987792,0.792465,0.849511
